utc_timestamp,actual,rf_weekly
2018-10-07 00:00:00+00:00,55.84894047619047,55.47816934523807
2018-10-14 00:00:00+00:00,55.762125,56.14779436507931
2018-10-21 00:00:00+00:00,58.684714285714286,56.238664027777695
2018-10-28 00:00:00+00:00,55.917589285714286,59.62665928571428
2018-11-04 00:00:00+00:00,58.163470238095236,56.96038373015868
2018-11-11 00:00:00+00:00,59.696083333333334,58.803288392857105
2018-11-18 00:00:00+00:00,61.55336309523809,59.89615668650799
2018-11-25 00:00:00+00:00,62.379154761904765,60.99358726190472
2018-12-02 00:00:00+00:00,62.32269047619047,61.641470892857114
2018-12-09 00:00:00+00:00,63.2435,61.10081450396827
2018-12-16 00:00:00+00:00,59.40855952380953,59.785196428571496
2018-12-23 00:00:00+00:00,49.075583333333334,58.76140962301591
2018-12-30 00:00:00+00:00,53.805875,51.7511223214284
2019-01-06 00:00:00+00:00,62.37220238095238,57.36739228174579
2019-01-13 00:00:00+00:00,62.423494047619045,61.12214488095229
2019-01-20 00:00:00+00:00,63.58701190476191,61.27882706349205
2019-01-27 00:00:00+00:00,62.088767857142855,61.4906416468254
2019-02-03 00:00:00+00:00,62.35953571428572,61.137041785714246
2019-02-10 00:00:00+00:00,60.79900595238095,60.57391555555553
2019-02-17 00:00:00+00:00,59.46751785714285,58.12376430555558
2019-02-24 00:00:00+00:00,58.48182142857143,59.90893224206346
2019-03-03 00:00:00+00:00,58.99095238095238,58.82640652777776
2019-03-10 00:00:00+00:00,60.07891071428572,58.746754047619035
2019-03-17 00:00:00+00:00,57.649363095238094,59.168374067460306
2019-03-24 00:00:00+00:00,56.77151190476191,54.35674277777774
2019-03-31 00:00:00+00:00,56.43385714285714,55.13262222222209
2019-04-07 00:00:00+00:00,56.765970238095235,55.40644825396816
2019-04-14 00:00:00+00:00,51.656261904761905,55.23360055555548
2019-04-21 00:00:00+00:00,52.33675,53.82147107142855
2019-04-28 00:00:00+00:00,53.123172619047615,53.96239730158739
2019-05-05 00:00:00+00:00,56.02357738095238,53.26722680555557
2019-05-12 00:00:00+00:00,55.28559523809524,54.27839371031749
2019-05-19 00:00:00+00:00,54.94535119047619,54.6469941269842
2019-05-26 00:00:00+00:00,51.30880357142857,54.8259166468255
2019-06-02 00:00:00+00:00,54.52816071428572,54.04563605158733
2019-06-09 00:00:00+00:00,52.28670833333334,54.489100376984204
2019-06-16 00:00:00+00:00,52.54121428571428,53.32671132936511
2019-06-23 00:00:00+00:00,55.955285714285715,53.99788567460324
2019-06-30 00:00:00+00:00,55.179630952380954,55.010511666666666
2019-07-07 00:00:00+00:00,53.908166666666666,54.950475972222215
2019-07-14 00:00:00+00:00,53.511964285714285,54.61005444444448
2019-07-21 00:00:00+00:00,54.20710119047619,54.67732601190487
2019-07-28 00:00:00+00:00,52.39210119047619,54.02612952380948
2019-08-04 00:00:00+00:00,52.01905357142857,53.35578311507937
2019-08-11 00:00:00+00:00,51.15523809523809,53.05421996031754
2019-08-18 00:00:00+00:00,51.83813095238095,52.986942638888934
2019-08-25 00:00:00+00:00,54.091970238095236,53.522729801587374
2019-09-01 00:00:00+00:00,52.44316071428572,54.71733075396826
2019-09-08 00:00:00+00:00,53.34848809523809,53.866129246031804
2019-09-15 00:00:00+00:00,53.22254761904762,54.35008285714294
2019-09-22 00:00:00+00:00,54.82947619047619,53.71294539682543
2019-09-29 00:00:00+00:00,52.33063095238096,54.53175682539699
2019-10-06 00:00:00+00:00,55.80170833333334,54.338110535714286
2019-10-13 00:00:00+00:00,56.13279166666666,55.57064398809514
2019-10-20 00:00:00+00:00,56.484410714285715,56.5267108333333
2019-10-27 00:00:00+00:00,55.029630952380955,55.693465476190454
2019-11-03 00:00:00+00:00,58.15936309523809,57.60420200396824
2019-11-10 00:00:00+00:00,59.11223809523809,59.03834067460314
2019-11-17 00:00:00+00:00,59.73594047619047,60.15826222222224
2019-11-24 00:00:00+00:00,59.84283333333334,60.4134177579365
2019-12-01 00:00:00+00:00,61.05929761904762,60.29821916666663
2019-12-08 00:00:00+00:00,61.24219047619047,60.99606940476184
2019-12-15 00:00:00+00:00,56.83676785714285,59.916940654762
2019-12-22 00:00:00+00:00,46.50530952380953,50.82489450396821
2019-12-29 00:00:00+00:00,50.161702380952384,51.718789642856954
2020-01-05 00:00:00+00:00,59.077595238095235,56.89900867063472
2020-01-12 00:00:00+00:00,60.36169642857143,60.221005853174574
2020-01-19 00:00:00+00:00,60.89373214285715,60.508195376984126
2020-01-26 00:00:00+00:00,60.83919642857143,60.869819722222275
2020-02-02 00:00:00+00:00,60.259839285714285,60.656247619047654
2020-02-09 00:00:00+00:00,60.845125,60.11338946428572
2020-02-16 00:00:00+00:00,59.787327380952384,60.163469146825406
2020-02-23 00:00:00+00:00,58.89913690476191,59.45824351190484
2020-03-01 00:00:00+00:00,58.688470238095235,59.27852273809528
2020-03-08 00:00:00+00:00,58.534238095238095,58.3493734325397
2020-03-15 00:00:00+00:00,55.372744047619044,58.38190176587303
2020-03-22 00:00:00+00:00,53.471982142857144,54.98602936507924
2020-03-29 00:00:00+00:00,52.84526785714286,54.69499821428564
2020-04-05 00:00:00+00:00,47.21088690476191,54.50987539682536
2020-04-12 00:00:00+00:00,47.41569642857143,53.146890376984125
2020-04-19 00:00:00+00:00,50.17241666666666,52.39820043650784
2020-04-26 00:00:00+00:00,48.161904761904765,52.3571949603174
2020-05-03 00:00:00+00:00,49.59077976190476,52.52161097222215
2020-05-10 00:00:00+00:00,50.92697619047619,52.39222720238085
2020-05-17 00:00:00+00:00,47.43964285714286,52.40191767857139
2020-05-24 00:00:00+00:00,49.52760714285714,52.65572351190473
2020-05-31 00:00:00+00:00,48.776244047619045,52.48013990079359
2020-06-07 00:00:00+00:00,48.219744047619045,53.03282585317466
2020-06-14 00:00:00+00:00,49.81394642857143,53.13665017857145
2020-06-21 00:00:00+00:00,50.48079166666666,53.13347466269845
2020-06-28 00:00:00+00:00,51.458875,53.14217799603176
2020-07-05 00:00:00+00:00,51.25257738095238,53.2980156944445
2020-07-12 00:00:00+00:00,50.896184523809524,53.698288035714405
2020-07-19 00:00:00+00:00,50.47573809523809,53.66822567460325
2020-07-26 00:00:00+00:00,50.049392857142855,53.26346142857145
2020-08-02 00:00:00+00:00,49.45092261904762,53.27068055555556
2020-08-09 00:00:00+00:00,52.07673809523809,53.113723670634926
2020-08-16 00:00:00+00:00,51.872059523809526,53.17265966269842
2020-08-23 00:00:00+00:00,51.653375,53.50857146825399
2020-08-30 00:00:00+00:00,51.61774404761905,53.803571626984244
2020-09-06 00:00:00+00:00,51.50763095238096,53.808185416666824
2020-09-13 00:00:00+00:00,52.18132738095238,53.93254422619059
2020-09-20 00:00:00+00:00,53.41193452380953,53.727988373015954
2020-09-27 00:00:00+00:00,57.41031944444445,54.34971541666672
